"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0006490","oligosaccharide-lipid intermediate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of an oligosaccharide-lipid intermediate, such as a molecule of dolichol-P-man or dolicol-P-Glc used in N-linked glycosylation."
"GO:0006491","N-glycan processing","biological_process","The conversion of N-linked glycan (N = nitrogen) structures from the initially transferred oligosaccharide to a mature form, by the actions of glycosidases and glycosyltransferases. The early processing steps are conserved and play roles in glycoprotein folding and trafficking."
"GO:0006493","protein O-linked glycosylation","biological_process","A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the hydroxyl group of peptidyl-serine, peptidyl-threonine, peptidyl-hydroxylysine, or peptidyl-hydroxyproline, or via the phenol group of peptidyl-tyrosine, forming an O-glycan."
"GO:0006499","N-terminal protein myristoylation","biological_process","The covalent attachment of a myristoyl group to the N-terminal amino acid residue of a protein."
"GO:0006506","GPI anchor biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of a glycosylphosphatidylinositol (GPI) anchor that attaches some membrane proteins to the lipid bilayer of the cell membrane. The phosphatidylinositol group is linked via the C-6 hydroxyl residue of inositol to a carbohydrate chain which is itself linked to the protein via an ethanolamine phosphate group, its amino group forming an amide linkage with the C-terminal carboxyl of the protein. Some GPI anchors have variants on this canonical linkage."
"GO:0006508","proteolysis","biological_process","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."
"GO:0006511","ubiquitin-dependent protein catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."
"GO:0006513","protein monoubiquitination","biological_process","Addition of a single ubiquitin group to a protein."
"GO:0006516","glycoprotein catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."
"GO:0006520","cellular amino acid metabolic process","biological_process","The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups, as carried out by individual cells."
"GO:0006526","arginine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of arginine, 2-amino-5-(carbamimidamido)pentanoic acid."
"GO:0006529","asparagine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of asparagine, 2-amino-3-carbamoylpropanoic acid."
"GO:0006537","glutamate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of glutamate, the anion of 2-aminopentanedioic acid."
"GO:0006541","glutamine metabolic process","biological_process","The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid."
"GO:0006542","glutamine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of glutamine, 2-amino-4-carbamoylbutanoic acid."
"GO:0006545","glycine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of glycine, aminoethanoic acid."
"GO:0006546","glycine catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid."
"GO:0006555","methionine metabolic process","biological_process","The chemical reactions and pathways involving methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins."
"GO:0006556","S-adenosylmethionine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of S-adenosylmethionine, S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism."
"GO:0006559","L-phenylalanine catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of phenylalanine, 2-amino-3-phenylpropanoic acid."
"GO:0006562","proline catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of proline (pyrrolidine-2-carboxylic acid), a chiral, cyclic, nonessential alpha-amino acid found in peptide linkage in proteins."
"GO:0006570","tyrosine metabolic process","biological_process","The chemical reactions and pathways involving tyrosine, an aromatic amino acid, 2-amino-3-(4-hydroxyphenyl)propanoic acid."
"GO:0006596","polyamine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of polyamines, any organic compound containing two or more amino groups."
"GO:0006597","spermine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of spermine, a polybasic amine found in human sperm, in ribosomes and in some viruses and involved in nucleic acid packaging."
"GO:0006605","protein targeting","biological_process","The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."
"GO:0006606","protein import into nucleus","biological_process","The directed movement of a protein from the cytoplasm to the nucleus."
"GO:0006611","protein export from nucleus","biological_process","The directed movement of a protein from the nucleus into the cytoplasm."
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","biological_process","The targeting of proteins to a membrane that occurs during translation and is dependent upon two key components, the signal-recognition particle (SRP) and the SRP receptor. SRP is a cytosolic particle that transiently binds to the endoplasmic reticulum (ER) signal sequence in a nascent protein, to the large ribosomal unit, and to the SRP receptor in the ER membrane."
